id_specialist;name;birthday_date;professional_card
1716;Especialista 1716;2003-06-11;190567710
1717;Especialista 1717;2003-06-12;190678821
1718;Especialista 1718;2003-06-13;190789932
1719;Especialista 1719;2003-06-14;190901043
1720;Especialista 1720;2003-06-15;191012154
1721;Especialista 1721;2003-06-16;191123265
1722;Especialista 1722;2003-06-17;191234376
1723;Especialista 1723;2003-06-18;191345487
1724;Especialista 1724;2003-06-19;191456598
1725;Especialista 1725;2003-06-20;191567709
1726;Especialista 1726;2003-06-21;191678820
1727;Especialista 1727;2003-06-22;191789931
1728;Especialista 1728;2003-06-23;191901042
1729;Especialista 1729;2003-06-24;192012153
1730;Especialista 1730;2003-06-25;192123264
1731;Especialista 1731;2003-06-26;192234375
1732;Especialista 1732;2003-06-27;192345486
1733;Especialista 1733;2003-06-28;192456597
1734;Especialista 1734;2003-06-29;192567708
1735;Especialista 1735;2003-06-30;192678819
1736;Especialista 1736;2003-07-01;192789930
1737;Especialista 1737;2003-07-02;192901041
1738;Especialista 1738;2003-07-03;193012152
1739;Especialista 1739;2003-07-04;193123263
1740;Especialista 1740;2003-07-05;193234374
1741;Especialista 1741;2003-07-06;193345485
1742;Especialista 1742;2003-07-07;193456596
1743;Especialista 1743;2003-07-08;193567707
1744;Especialista 1744;2003-07-09;193678818
1745;Especialista 1745;2003-07-10;193789929
1746;Especialista 1746;2003-07-11;193901040
1747;Especialista 1747;2003-07-12;194012151
1748;Especialista 1748;2003-07-13;194123262
1749;Especialista 1749;2003-07-14;194234373
1750;Especialista 1750;2003-07-15;194345484
1751;Especialista 1751;2003-07-16;194456595
1752;Especialista 1752;2003-07-17;194567706
1753;Especialista 1753;2003-07-18;194678817
1754;Especialista 1754;2003-07-19;194789928
1755;Especialista 1755;2003-07-20;194901039
1756;Especialista 1756;2003-07-21;195012150
1757;Especialista 1757;2003-07-22;195123261
1758;Especialista 1758;2003-07-23;195234372
1759;Especialista 1759;2003-07-24;195345483
1760;Especialista 1760;2003-07-25;195456594
1761;Especialista 1761;2003-07-26;195567705
1762;Especialista 1762;2003-07-27;195678816
1763;Especialista 1763;2003-07-28;195789927
1764;Especialista 1764;2003-07-29;195901038
1765;Especialista 1765;2003-07-30;196012149
1766;Especialista 1766;2003-07-31;196123260
1767;Especialista 1767;2003-08-01;196234371
1768;Especialista 1768;2003-08-02;196345482
1769;Especialista 1769;2003-08-03;196456593
1770;Especialista 1770;2003-08-04;196567704
1771;Especialista 1771;2003-08-05;196678815
1772;Especialista 1772;2003-08-06;196789926
1773;Especialista 1773;2003-08-07;196901037
1774;Especialista 1774;2003-08-08;197012148
1775;Especialista 1775;2003-08-09;197123259
1776;Especialista 1776;2003-08-10;197234370
1777;Especialista 1777;2003-08-11;197345481
1778;Especialista 1778;2003-08-12;197456592
1779;Especialista 1779;2003-08-13;197567703
1780;Especialista 1780;2003-08-14;197678814
1781;Especialista 1781;2003-08-15;197789925
1782;Especialista 1782;2003-08-16;197901036
1783;Especialista 1783;2003-08-17;198012147
1784;Especialista 1784;2003-08-18;198123258
1785;Especialista 1785;2003-08-19;198234369
1786;Especialista 1786;2003-08-20;198345480
1787;Especialista 1787;2003-08-21;198456591
1788;Especialista 1788;2003-08-22;198567702
1789;Especialista 1789;2003-08-23;198678813
1790;Especialista 1790;2003-08-24;198789924
1791;Especialista 1791;2003-08-25;198901035
1792;Especialista 1792;2003-08-26;199012146
1793;Especialista 1793;2003-08-27;199123257
1794;Especialista 1794;2003-08-28;199234368
1795;Especialista 1795;2003-08-29;199345479
1796;Especialista 1796;2003-08-30;199456590
1797;Especialista 1797;2003-08-31;199567701
1798;Especialista 1798;2003-09-01;199678812
1799;Especialista 1799;2003-09-02;199789923
1800;Especialista 1800;2003-09-03;199901034
1801;Especialista 1801;2003-09-04;200012145
1802;Especialista 1802;2003-09-05;200123256
1803;Especialista 1803;2003-09-06;200234367
1804;Especialista 1804;2003-09-07;200345478
1805;Especialista 1805;2003-09-08;200456589
1806;Especialista 1806;2003-09-09;200567700
1807;Especialista 1807;2003-09-10;200678811
1808;Especialista 1808;2003-09-11;200789922
1809;Especialista 1809;2003-09-12;200901033
1810;Especialista 1810;2003-09-13;201012144
1811;Especialista 1811;2003-09-14;201123255
1812;Especialista 1812;2003-09-15;201234366
1813;Especialista 1813;2003-09-16;201345477
1814;Especialista 1814;2003-09-17;201456588
1815;Especialista 1815;2003-09-18;201567699
1816;Especialista 1816;2003-09-19;201678810
1817;Especialista 1817;2003-09-20;201789921
1818;Especialista 1818;2003-09-21;201901032
1819;Especialista 1819;2003-09-22;202012143
1820;Especialista 1820;2003-09-23;202123254
1821;Especialista 1821;2003-09-24;202234365
1822;Especialista 1822;2003-09-25;202345476
1823;Especialista 1823;2003-09-26;202456587
1824;Especialista 1824;2003-09-27;202567698
1825;Especialista 1825;2003-09-28;202678809
1826;Especialista 1826;2003-09-29;202789920
1827;Especialista 1827;2003-09-30;202901031
1828;Especialista 1828;2003-10-01;203012142
1829;Especialista 1829;2003-10-02;203123253
1830;Especialista 1830;2003-10-03;203234364
1831;Especialista 1831;2003-10-04;203345475
1832;Especialista 1832;2003-10-05;203456586
1833;Especialista 1833;2003-10-06;203567697
1834;Especialista 1834;2003-10-07;203678808
1835;Especialista 1835;2003-10-08;203789919
1836;Especialista 1836;2003-10-09;203901030
1837;Especialista 1837;2003-10-10;204012141
1838;Especialista 1838;2003-10-11;204123252
1839;Especialista 1839;2003-10-12;204234363
1840;Especialista 1840;2003-10-13;204345474
1841;Especialista 1841;2003-10-14;204456585
1842;Especialista 1842;2003-10-15;204567696
1843;Especialista 1843;2003-10-16;204678807
1844;Especialista 1844;2003-10-17;204789918
1845;Especialista 1845;2003-10-18;204901029
1846;Especialista 1846;2003-10-19;205012140
1847;Especialista 1847;2003-10-20;205123251
1848;Especialista 1848;2003-10-21;205234362
1849;Especialista 1849;2003-10-22;205345473
1850;Especialista 1850;2003-10-23;205456584
1851;Especialista 1851;2003-10-24;205567695
1852;Especialista 1852;2003-10-25;205678806
1853;Especialista 1853;2003-10-26;205789917
1854;Especialista 1854;2003-10-27;205901028
1855;Especialista 1855;2003-10-28;206012139
1856;Especialista 1856;2003-10-29;206123250
1857;Especialista 1857;2003-10-30;206234361
1858;Especialista 1858;2003-10-31;206345472
1859;Especialista 1859;2003-11-01;206456583
1860;Especialista 1860;2003-11-02;206567694
1861;Especialista 1861;2003-11-03;206678805
1862;Especialista 1862;2003-11-04;206789916
1863;Especialista 1863;2003-11-05;206901027
1864;Especialista 1864;2003-11-06;207012138
1865;Especialista 1865;2003-11-07;207123249
1866;Especialista 1866;2003-11-08;207234360
1867;Especialista 1867;2003-11-09;207345471
1868;Especialista 1868;2003-11-10;207456582
1869;Especialista 1869;2003-11-11;207567693
1870;Especialista 1870;2003-11-12;207678804
1871;Especialista 1871;2003-11-13;207789915
1872;Especialista 1872;2003-11-14;207901026
1873;Especialista 1873;2003-11-15;208012137
1874;Especialista 1874;2003-11-16;208123248
1875;Especialista 1875;2003-11-17;208234359
1876;Especialista 1876;2003-11-18;208345470
1877;Especialista 1877;2003-11-19;208456581
1878;Especialista 1878;2003-11-20;208567692
1879;Especialista 1879;2003-11-21;208678803
1880;Especialista 1880;2003-11-22;208789914
1881;Especialista 1881;2003-11-23;208901025
1882;Especialista 1882;2003-11-24;209012136
1883;Especialista 1883;2003-11-25;209123247
1884;Especialista 1884;2003-11-26;209234358
1885;Especialista 1885;2003-11-27;209345469
1886;Especialista 1886;2003-11-28;209456580
1887;Especialista 1887;2003-11-29;209567691
1888;Especialista 1888;2003-11-30;209678802
1889;Especialista 1889;2003-12-01;209789913
1890;Especialista 1890;2003-12-02;209901024
1891;Especialista 1891;2003-12-03;210012135
1892;Especialista 1892;2003-12-04;210123246
1893;Especialista 1893;2003-12-05;210234357
1894;Especialista 1894;2003-12-06;210345468
1895;Especialista 1895;2003-12-07;210456579
1896;Especialista 1896;2003-12-08;210567690
1897;Especialista 1897;2003-12-09;210678801
1898;Especialista 1898;2003-12-10;210789912
1899;Especialista 1899;2003-12-11;210901023
1900;Especialista 1900;2003-12-12;211012134
1901;Especialista 1901;2003-12-13;211123245
1902;Especialista 1902;2003-12-14;211234356
1903;Especialista 1903;2003-12-15;211345467
1904;Especialista 1904;2003-12-16;211456578
1905;Especialista 1905;2003-12-17;211567689
1906;Especialista 1906;2003-12-18;211678800
1907;Especialista 1907;2003-12-19;211789911
1908;Especialista 1908;2003-12-20;211901022
1909;Especialista 1909;2003-12-21;212012133
1910;Especialista 1910;2003-12-22;212123244
1911;Especialista 1911;2003-12-23;212234355
1912;Especialista 1912;2003-12-24;212345466
1913;Especialista 1913;2003-12-25;212456577
1914;Especialista 1914;2003-12-26;212567688
1915;Especialista 1915;2003-12-27;212678799
1916;Especialista 1916;2003-12-28;212789910
1917;Especialista 1917;2003-12-29;212901021
1918;Especialista 1918;2003-12-30;213012132
1919;Especialista 1919;2003-12-31;213123243
1920;Especialista 1920;2004-01-01;213234354
1921;Especialista 1921;2004-01-02;213345465
1922;Especialista 1922;2004-01-03;213456576
1923;Especialista 1923;2004-01-04;213567687
1924;Especialista 1924;2004-01-05;213678798
1925;Especialista 1925;2004-01-06;213789909
1926;Especialista 1926;2004-01-07;213901020
1927;Especialista 1927;2004-01-08;214012131
1928;Especialista 1928;2004-01-09;214123242
1929;Especialista 1929;2004-01-10;214234353
1930;Especialista 1930;2004-01-11;214345464
1931;Especialista 1931;2004-01-12;214456575
1932;Especialista 1932;2004-01-13;214567686
1933;Especialista 1933;2004-01-14;214678797
1934;Especialista 1934;2004-01-15;214789908
1935;Especialista 1935;2004-01-16;214901019
1936;Especialista 1936;2004-01-17;215012130
1937;Especialista 1937;2004-01-18;215123241
1938;Especialista 1938;2004-01-19;215234352
1939;Especialista 1939;2004-01-20;215345463
1940;Especialista 1940;2004-01-21;215456574
1941;Especialista 1941;2004-01-22;215567685
1942;Especialista 1942;2004-01-23;215678796
1943;Especialista 1943;2004-01-24;215789907
1944;Especialista 1944;2004-01-25;215901018
1945;Especialista 1945;2004-01-26;216012129
1946;Especialista 1946;2004-01-27;216123240
1947;Especialista 1947;2004-01-28;216234351
1948;Especialista 1948;2004-01-29;216345462
1949;Especialista 1949;2004-01-30;216456573
1950;Especialista 1950;2004-01-31;216567684
1951;Especialista 1951;2004-02-01;216678795
1952;Especialista 1952;2004-02-02;216789906
1953;Especialista 1953;2004-02-03;216901017
1954;Especialista 1954;2004-02-04;217012128
1955;Especialista 1955;2004-02-05;217123239
1956;Especialista 1956;2004-02-06;217234350
1957;Especialista 1957;2004-02-07;217345461
1958;Especialista 1958;2004-02-08;217456572
1959;Especialista 1959;2004-02-09;217567683
1960;Especialista 1960;2004-02-10;217678794
1961;Especialista 1961;2004-02-11;217789905
1962;Especialista 1962;2004-02-12;217901016
1963;Especialista 1963;2004-02-13;218012127
1964;Especialista 1964;2004-02-14;218123238
1965;Especialista 1965;2004-02-15;218234349
1966;Especialista 1966;2004-02-16;218345460
1967;Especialista 1967;2004-02-17;218456571
1968;Especialista 1968;2004-02-18;218567682
1969;Especialista 1969;2004-02-19;218678793
1970;Especialista 1970;2004-02-20;218789904
1971;Especialista 1971;2004-02-21;218901015
1972;Especialista 1972;2004-02-22;219012126
1973;Especialista 1973;2004-02-23;219123237
1974;Especialista 1974;2004-02-24;219234348
1975;Especialista 1975;2004-02-25;219345459
1976;Especialista 1976;2004-02-26;219456570
1977;Especialista 1977;2004-02-27;219567681
1978;Especialista 1978;2004-02-28;219678792
1979;Especialista 1979;2004-02-29;219789903
1980;Especialista 1980;2004-03-01;219901014
1981;Especialista 1981;2004-03-02;220012125
1982;Especialista 1982;2004-03-03;220123236
1983;Especialista 1983;2004-03-04;220234347
1984;Especialista 1984;2004-03-05;220345458
1985;Especialista 1985;2004-03-06;220456569
1986;Especialista 1986;2004-03-07;220567680
1987;Especialista 1987;2004-03-08;220678791
1988;Especialista 1988;2004-03-09;220789902
1989;Especialista 1989;2004-03-10;220901013
1990;Especialista 1990;2004-03-11;221012124
1991;Especialista 1991;2004-03-12;221123235
1992;Especialista 1992;2004-03-13;221234346
1993;Especialista 1993;2004-03-14;221345457
1994;Especialista 1994;2004-03-15;221456568
1995;Especialista 1995;2004-03-16;221567679
1996;Especialista 1996;2004-03-17;221678790
1997;Especialista 1997;2004-03-18;221789901
1998;Especialista 1998;2004-03-19;221901012
1999;Especialista 1999;2004-03-20;222012123
2000;Especialista 2000;2004-03-21;222123234
2001;Especialista 2001;2004-03-22;222234345
2002;Especialista 2002;2004-03-23;222345456
2003;Especialista 2003;2004-03-24;222456567
2004;Especialista 2004;2004-03-25;222567678
2005;Especialista 2005;2004-03-26;222678789
2006;Especialista 2006;2004-03-27;222789900
2007;Especialista 2007;2004-03-28;222901011
2008;Especialista 2008;2004-03-29;223012122
2009;Especialista 2009;2004-03-30;223123233
2010;Especialista 2010;2004-03-31;223234344
2011;Especialista 2011;2004-04-01;223345455
2012;Especialista 2012;2004-04-02;223456566
2013;Especialista 2013;2004-04-03;223567677
2014;Especialista 2014;2004-04-04;223678788
2015;Especialista 2015;2004-04-05;223789899
2016;Especialista 2016;2004-04-06;223901010
2017;Especialista 2017;2004-04-07;224012121
2018;Especialista 2018;2004-04-08;224123232
2019;Especialista 2019;2004-04-09;224234343
2020;Especialista 2020;2004-04-10;224345454
2021;Especialista 2021;2004-04-11;224456565
2022;Especialista 2022;2004-04-12;224567676
2023;Especialista 2023;2004-04-13;224678787
2024;Especialista 2024;2004-04-14;224789898
2025;Especialista 2025;2004-04-15;224901009
2026;Especialista 2026;2004-04-16;225012120
2027;Especialista 2027;2004-04-17;225123231
2028;Especialista 2028;2004-04-18;225234342
2029;Especialista 2029;2004-04-19;225345453
2030;Especialista 2030;2004-04-20;225456564
2031;Especialista 2031;2004-04-21;225567675
2032;Especialista 2032;2004-04-22;225678786
2033;Especialista 2033;2004-04-23;225789897
2034;Especialista 2034;2004-04-24;225901008
2035;Especialista 2035;2004-04-25;226012119
2036;Especialista 2036;2004-04-26;226123230
2037;Especialista 2037;2004-04-27;226234341
2038;Especialista 2038;2004-04-28;226345452
2039;Especialista 2039;2004-04-29;226456563
2040;Especialista 2040;2004-04-30;226567674
2041;Especialista 2041;2004-05-01;226678785
2042;Especialista 2042;2004-05-02;226789896
2043;Especialista 2043;2004-05-03;226901007
2044;Especialista 2044;2004-05-04;227012118
2045;Especialista 2045;2004-05-05;227123229
2046;Especialista 2046;2004-05-06;227234340
2047;Especialista 2047;2004-05-07;227345451
2048;Especialista 2048;2004-05-08;227456562
2049;Especialista 2049;2004-05-09;227567673
2050;Especialista 2050;2004-05-10;227678784
2051;Especialista 2051;2004-05-11;227789895
2052;Especialista 2052;2004-05-12;227901006
2053;Especialista 2053;2004-05-13;228012117
2054;Especialista 2054;2004-05-14;228123228
2055;Especialista 2055;2004-05-15;228234339
2056;Especialista 2056;2004-05-16;228345450
2057;Especialista 2057;2004-05-17;228456561
2058;Especialista 2058;2004-05-18;228567672
2059;Especialista 2059;2004-05-19;228678783
2060;Especialista 2060;2004-05-20;228789894
2061;Especialista 2061;2004-05-21;228901005
2062;Especialista 2062;2004-05-22;229012116
2063;Especialista 2063;2004-05-23;229123227
2064;Especialista 2064;2004-05-24;229234338
2065;Especialista 2065;2004-05-25;229345449
2066;Especialista 2066;2004-05-26;229456560
2067;Especialista 2067;2004-05-27;229567671
2068;Especialista 2068;2004-05-28;229678782
2069;Especialista 2069;2004-05-29;229789893
2070;Especialista 2070;2004-05-30;229901004
2071;Especialista 2071;2004-05-31;230012115
2072;Especialista 2072;2004-06-01;230123226
2073;Especialista 2073;2004-06-02;230234337
2074;Especialista 2074;2004-06-03;230345448
2075;Especialista 2075;2004-06-04;230456559
2076;Especialista 2076;2004-06-05;230567670
2077;Especialista 2077;2004-06-06;230678781
2078;Especialista 2078;2004-06-07;230789892
2079;Especialista 2079;2004-06-08;230901003
2080;Especialista 2080;2004-06-09;231012114
2081;Especialista 2081;2004-06-10;231123225
2082;Especialista 2082;2004-06-11;231234336
2083;Especialista 2083;2004-06-12;231345447
2084;Especialista 2084;2004-06-13;231456558
2085;Especialista 2085;2004-06-14;231567669
2086;Especialista 2086;2004-06-15;231678780
2087;Especialista 2087;2004-06-16;231789891
2088;Especialista 2088;2004-06-17;231901002
2089;Especialista 2089;2004-06-18;232012113
2090;Especialista 2090;2004-06-19;232123224
2091;Especialista 2091;2004-06-20;232234335
2092;Especialista 2092;2004-06-21;232345446
2093;Especialista 2093;2004-06-22;232456557
2094;Especialista 2094;2004-06-23;232567668
2095;Especialista 2095;2004-06-24;232678779
2096;Especialista 2096;2004-06-25;232789890
2097;Especialista 2097;2004-06-26;232901001
2098;Especialista 2098;2004-06-27;233012112
2099;Especialista 2099;2004-06-28;233123223
2100;Especialista 2100;2004-06-29;233234334
2101;Especialista 2101;2004-06-30;233345445
2102;Especialista 2102;2004-07-01;233456556
2103;Especialista 2103;2004-07-02;233567667
2104;Especialista 2104;2004-07-03;233678778
2105;Especialista 2105;2004-07-04;233789889
2106;Especialista 2106;2004-07-05;233901000
2107;Especialista 2107;2004-07-06;234012111
2108;Especialista 2108;2004-07-07;234123222
2109;Especialista 2109;2004-07-08;234234333
2110;Especialista 2110;2004-07-09;234345444
2111;Especialista 2111;2004-07-10;234456555
2112;Especialista 2112;2004-07-11;234567666
2113;Especialista 2113;2004-07-12;234678777
2114;Especialista 2114;2004-07-13;234789888
2115;Especialista 2115;2004-07-14;234900999
2116;Especialista 2116;2004-07-15;235012110
2117;Especialista 2117;2004-07-16;235123221
2118;Especialista 2118;2004-07-17;235234332
2119;Especialista 2119;2004-07-18;235345443
2120;Especialista 2120;2004-07-19;235456554
2121;Especialista 2121;2004-07-20;235567665
2122;Especialista 2122;2004-07-21;235678776
2123;Especialista 2123;2004-07-22;235789887
2124;Especialista 2124;2004-07-23;235900998
2125;Especialista 2125;2004-07-24;236012109
2126;Especialista 2126;2004-07-25;236123220
2127;Especialista 2127;2004-07-26;236234331
2128;Especialista 2128;2004-07-27;236345442
2129;Especialista 2129;2004-07-28;236456553
2130;Especialista 2130;2004-07-29;236567664
2131;Especialista 2131;2004-07-30;236678775
2132;Especialista 2132;2004-07-31;236789886
2133;Especialista 2133;2004-08-01;236900997
2134;Especialista 2134;2004-08-02;237012108
2135;Especialista 2135;2004-08-03;237123219
2136;Especialista 2136;2004-08-04;237234330
2137;Especialista 2137;2004-08-05;237345441
2138;Especialista 2138;2004-08-06;237456552
2139;Especialista 2139;2004-08-07;237567663
2140;Especialista 2140;2004-08-08;237678774
2141;Especialista 2141;2004-08-09;237789885
2142;Especialista 2142;2004-08-10;237900996
2143;Especialista 2143;2004-08-11;238012107
2144;Especialista 2144;2004-08-12;238123218
2145;Especialista 2145;2004-08-13;238234329
2146;Especialista 2146;2004-08-14;238345440
2147;Especialista 2147;2004-08-15;238456551
2148;Especialista 2148;2004-08-16;238567662
2149;Especialista 2149;2004-08-17;238678773
2150;Especialista 2150;2004-08-18;238789884
2151;Especialista 2151;2004-08-19;238900995
2152;Especialista 2152;2004-08-20;239012106
2153;Especialista 2153;2004-08-21;239123217
2154;Especialista 2154;2004-08-22;239234328
2155;Especialista 2155;2004-08-23;239345439
2156;Especialista 2156;2004-08-24;239456550
2157;Especialista 2157;2004-08-25;239567661
2158;Especialista 2158;2004-08-26;239678772
2159;Especialista 2159;2004-08-27;239789883
2160;Especialista 2160;2004-08-28;239900994
2161;Especialista 2161;2004-08-29;240012105
2162;Especialista 2162;2004-08-30;240123216
2163;Especialista 2163;2004-08-31;240234327
2164;Especialista 2164;2004-09-01;240345438
2165;Especialista 2165;2004-09-02;240456549
2166;Especialista 2166;2004-09-03;240567660
2167;Especialista 2167;2004-09-04;240678771
2168;Especialista 2168;2004-09-05;240789882
2169;Especialista 2169;2004-09-06;240900993
2170;Especialista 2170;2004-09-07;241012104
2171;Especialista 2171;2004-09-08;241123215
2172;Especialista 2172;2004-09-09;241234326
2173;Especialista 2173;2004-09-10;241345437
2174;Especialista 2174;2004-09-11;241456548
2175;Especialista 2175;2004-09-12;241567659
2176;Especialista 2176;2004-09-13;241678770
2177;Especialista 2177;2004-09-14;241789881
2178;Especialista 2178;2004-09-15;241900992
2179;Especialista 2179;2004-09-16;242012103
2180;Especialista 2180;2004-09-17;242123214
2181;Especialista 2181;2004-09-18;242234325
2182;Especialista 2182;2004-09-19;242345436
2183;Especialista 2183;2004-09-20;242456547
2184;Especialista 2184;2004-09-21;242567658
2185;Especialista 2185;2004-09-22;242678769
2186;Especialista 2186;2004-09-23;242789880
2187;Especialista 2187;2004-09-24;242900991
2188;Especialista 2188;2004-09-25;243012102
2189;Especialista 2189;2004-09-26;243123213
2190;Especialista 2190;2004-09-27;243234324
2191;Especialista 2191;2004-09-28;243345435
2192;Especialista 2192;2004-09-29;243456546
2193;Especialista 2193;2004-09-30;243567657
2194;Especialista 2194;2004-10-01;243678768
2195;Especialista 2195;2004-10-02;243789879
2196;Especialista 2196;2004-10-03;243900990
2197;Especialista 2197;2004-10-04;244012101
2198;Especialista 2198;2004-10-05;244123212
2199;Especialista 2199;2004-10-06;244234323
2200;Especialista 2200;2004-10-07;244345434
2201;Especialista 2201;2004-10-08;244456545
2202;Especialista 2202;2004-10-09;244567656
2203;Especialista 2203;2004-10-10;244678767
2204;Especialista 2204;2004-10-11;244789878
2205;Especialista 2205;2004-10-12;244900989
2206;Especialista 2206;2004-10-13;245012100
2207;Especialista 2207;2004-10-14;245123211
2208;Especialista 2208;2004-10-15;245234322
2209;Especialista 2209;2004-10-16;245345433
2210;Especialista 2210;2004-10-17;245456544
2211;Especialista 2211;2004-10-18;245567655
2212;Especialista 2212;2004-10-19;245678766
2213;Especialista 2213;2004-10-20;245789877
2214;Especialista 2214;2004-10-21;245900988
2215;Especialista 2215;2004-10-22;246012099
2216;Especialista 2216;2004-10-23;246123210
2217;Especialista 2217;2004-10-24;246234321
2218;Especialista 2218;2004-10-25;246345432
2219;Especialista 2219;2004-10-26;246456543
2220;Especialista 2220;2004-10-27;246567654
2221;Especialista 2221;2004-10-28;246678765
2222;Especialista 2222;2004-10-29;246789876
2223;Especialista 2223;2004-10-30;246900987
2224;Especialista 2224;2004-10-31;247012098
2225;Especialista 2225;2004-11-01;247123209
2226;Especialista 2226;2004-11-02;247234320
2227;Especialista 2227;2004-11-03;247345431
2228;Especialista 2228;2004-11-04;247456542
2229;Especialista 2229;2004-11-05;247567653
2230;Especialista 2230;2004-11-06;247678764
2231;Especialista 2231;2004-11-07;247789875
2232;Especialista 2232;2004-11-08;247900986
2233;Especialista 2233;2004-11-09;248012097
2234;Especialista 2234;2004-11-10;248123208
2235;Especialista 2235;2004-11-11;248234319
2236;Especialista 2236;2004-11-12;248345430
2237;Especialista 2237;2004-11-13;248456541
2238;Especialista 2238;2004-11-14;248567652
2239;Especialista 2239;2004-11-15;248678763
2240;Especialista 2240;2004-11-16;248789874
2241;Especialista 2241;2004-11-17;248900985
2242;Especialista 2242;2004-11-18;249012096
2243;Especialista 2243;2004-11-19;249123207
2244;Especialista 2244;2004-11-20;249234318
2245;Especialista 2245;2004-11-21;249345429
2246;Especialista 2246;2004-11-22;249456540
2247;Especialista 2247;2004-11-23;249567651
2248;Especialista 2248;2004-11-24;249678762
2249;Especialista 2249;2004-11-25;249789873
2250;Especialista 2250;2004-11-26;249900984
2251;Especialista 2251;2004-11-27;250012095
2252;Especialista 2252;2004-11-28;250123206
2253;Especialista 2253;2004-11-29;250234317
2254;Especialista 2254;2004-11-30;250345428
2255;Especialista 2255;2004-12-01;250456539
2256;Especialista 2256;2004-12-02;250567650
2257;Especialista 2257;2004-12-03;250678761
2258;Especialista 2258;2004-12-04;250789872
2259;Especialista 2259;2004-12-05;250900983
2260;Especialista 2260;2004-12-06;251012094
2261;Especialista 2261;2004-12-07;251123205
2262;Especialista 2262;2004-12-08;251234316
2263;Especialista 2263;2004-12-09;251345427
2264;Especialista 2264;2004-12-10;251456538
2265;Especialista 2265;2004-12-11;251567649
2266;Especialista 2266;2004-12-12;251678760
2267;Especialista 2267;2004-12-13;251789871
2268;Especialista 2268;2004-12-14;251900982
2269;Especialista 2269;2004-12-15;252012093
2270;Especialista 2270;2004-12-16;252123204
2271;Especialista 2271;2004-12-17;252234315
2272;Especialista 2272;2004-12-18;252345426
2273;Especialista 2273;2004-12-19;252456537
2274;Especialista 2274;2004-12-20;252567648
2275;Especialista 2275;2004-12-21;252678759
2276;Especialista 2276;2004-12-22;252789870
2277;Especialista 2277;2004-12-23;252900981
2278;Especialista 2278;2004-12-24;253012092
2279;Especialista 2279;2004-12-25;253123203
2280;Especialista 2280;2004-12-26;253234314
2281;Especialista 2281;2004-12-27;253345425
2282;Especialista 2282;2004-12-28;253456536
2283;Especialista 2283;2004-12-29;253567647
2284;Especialista 2284;2004-12-30;253678758
2285;Especialista 2285;2004-12-31;253789869
2286;Especialista 2286;2005-01-01;253900980
2287;Especialista 2287;2005-01-02;254012091
2288;Especialista 2288;2005-01-03;254123202
2289;Especialista 2289;2005-01-04;254234313
2290;Especialista 2290;2005-01-05;254345424
2291;Especialista 2291;2005-01-06;254456535
2292;Especialista 2292;2005-01-07;254567646
2293;Especialista 2293;2005-01-08;254678757
2294;Especialista 2294;2005-01-09;254789868
2295;Especialista 2295;2005-01-10;254900979
2296;Especialista 2296;2005-01-11;255012090
2297;Especialista 2297;2005-01-12;255123201
2298;Especialista 2298;2005-01-13;255234312
2299;Especialista 2299;2005-01-14;255345423
2300;Especialista 2300;2005-01-15;255456534
2301;Especialista 2301;2005-01-16;255567645
2302;Especialista 2302;2005-01-17;255678756
2303;Especialista 2303;2005-01-18;255789867
2304;Especialista 2304;2005-01-19;255900978
2305;Especialista 2305;2005-01-20;256012089
2306;Especialista 2306;2005-01-21;256123200
2307;Especialista 2307;2005-01-22;256234311
2308;Especialista 2308;2005-01-23;256345422
2309;Especialista 2309;2005-01-24;256456533
2310;Especialista 2310;2005-01-25;256567644
2311;Especialista 2311;2005-01-26;256678755
2312;Especialista 2312;2005-01-27;256789866
2313;Especialista 2313;2005-01-28;256900977
2314;Especialista 2314;2005-01-29;257012088
2315;Especialista 2315;2005-01-30;257123199
2316;Especialista 2316;2005-01-31;257234310
2317;Especialista 2317;2005-02-01;257345421
2318;Especialista 2318;2005-02-02;257456532
2319;Especialista 2319;2005-02-03;257567643
2320;Especialista 2320;2005-02-04;257678754
2321;Especialista 2321;2005-02-05;257789865
2322;Especialista 2322;2005-02-06;257900976
2323;Especialista 2323;2005-02-07;258012087
2324;Especialista 2324;2005-02-08;258123198
2325;Especialista 2325;2005-02-09;258234309
2326;Especialista 2326;2005-02-10;258345420
2327;Especialista 2327;2005-02-11;258456531
2328;Especialista 2328;2005-02-12;258567642
2329;Especialista 2329;2005-02-13;258678753
2330;Especialista 2330;2005-02-14;258789864
2331;Especialista 2331;2005-02-15;258900975
2332;Especialista 2332;2005-02-16;259012086
2333;Especialista 2333;2005-02-17;259123197
2334;Especialista 2334;2005-02-18;259234308
2335;Especialista 2335;2005-02-19;259345419
2336;Especialista 2336;2005-02-20;259456530
2337;Especialista 2337;2005-02-21;259567641
2338;Especialista 2338;2005-02-22;259678752
2339;Especialista 2339;2005-02-23;259789863
2340;Especialista 2340;2005-02-24;259900974
2341;Especialista 2341;2005-02-25;260012085
2342;Especialista 2342;2005-02-26;260123196
2343;Especialista 2343;2005-02-27;260234307
2344;Especialista 2344;2005-02-28;260345418
2345;Especialista 2345;2005-03-01;260456529
2346;Especialista 2346;2005-03-02;260567640
2347;Especialista 2347;2005-03-03;260678751
2348;Especialista 2348;2005-03-04;260789862
2349;Especialista 2349;2005-03-05;260900973
2350;Especialista 2350;2005-03-06;261012084
